 Filing Date,Issue Date,Issuer,Main SIC Code,Nation,Ticker Symbol,Bookrunner(s),Gross spread ($),Gross Spread as % of Prncpl Amt - in this Mkt,Proceeds Amt - in this Mkt ($ mil),Offer Price,Type of Security,IPO Flag (Y/N),9-Digit Cusip,Primary Exchange Where Issuer's Stock Trades,All Managers,Management Fee as % of Prncpl Amt - in this Mkt,Underwriting Fee as % of Prncpl Amt - in this Mkt,Selling Concession as % of Prncpl Amt - in this Mkt,Marketplace,Original High Filing Price,Original Low Filing Price,Shares Filed - in this Mkt,Amt Filed - in this Mkt ($ mil),Primary Shares Offered - in this Mkt,Secondary Shs Ofrd- in this Mkt,Lock up Expiration Date,Percent of Shares Outstanding Subject to Lockup Agreement,Lockup Days,Lockup Shares,Depositary,Units,Venture Backed,Spin-off Parent Ticker,Spinoff's Parent,Number of Bookrunners,RANK_NO_LEADS,"Number of Lead, Co-lead, & Co-managers",Stock Price at Close of Offer/1st Trade,Opening Stock Price at First Trade,All Managers.1,Lead Manager,Managers,Managers.1,permno,cusip,comnam,ticker,begprc,prc,Match Name,Match Date,diff date,mid,PA %
Hambrecht & Quist Inc",86188,46117A10,S C C COMMUNICATIONS CORP,SCCX,6/24/98,13.625,INTRADO INC,6/26/98,2,14,-0.142857143

4/15/98,7/29/98,CrediTrust Corp,7389,United States,CRDT,FERRIS-BAKER,1.08,6.968,38.8,15.5,Common Shares,Yes,225429109,Nasdaq,"Ferris Baker Watts
Boenning & Scattergood",1.355,1.419,4.19355,U.S. Public,15,13,2000000,28,2000000,500000,1/25/99 0:00,,180,,No,No,No,,,1,1,2,16.06,,FERRIS-BAKER//BOENNING,FERRIS-BAKER,"FERRIS-BAKER
BOENNING","Ferris Baker Watts Inc
Boenning & Scattergood Inc.",86257,22542910,CREDITRUST CORP,CRDT,7/29/98,16.0625,CREDITRUST CORP,7/30/98,1,14,0.107142857

4/16/98,6/9/98,Inktomi Corp,7372,United States,INKT,GS,1.26,7,34.8,18,Common Shares,Yes,457277101,Nasdaq,"Goldman Sachs & Co
BT Alex Brown Inc
Hambrecht & Quist
Advest Inc
BancAmerica Robertson Stephens
Dain Rauscher Corp
Deutsche Morgan Grenfell
Jesup & Lamont Securities
Merrill Lynch
NationsBanc Montgomery Sec
Sutro & Co Inc
Goldman Sachs & Co",1.444,1.667,3.88889,U.S. Public,14,12,2200000,28.6,1713256,217584,,,,,No,No,Yes,,,1,1,3,36,,"GS//BT-ALEX-BROWN/HAMBRECHT//ADVEST
/BA-SEC-ROBERTS/DAIN-RAUSCHER
/DEUTSCHE-MORGAN/JESUP/MERRILL
/NATION-MONT-SEC/SUTRO//GS(GC)",GS,"GS
BT-ALEX-BROWN
HAMBRECHT","Goldman Sachs & Co
BT Alex Brown Inc
Hambrecht & Quist Inc",86173,45727710,INKTOMI CORP,INKT,6/10/98,36,INKTOMI CORP,6/10/98,0,13,0.384615385

4/17/98,6/16/98,bebe stores inc,2337,United States,BEBE,BA-SEC-ROBERTS,0.77,7,27.5,11,Common Shares,Yes,75571109,Nasdaq,"BancAmerica Robertson Stephens
Bear Stearns & Co Inc
BT Alex Brown Inc
CIBC Oppenheimer
Hambrecht & Quist
NationsBanc Montgomery Sec
Gerard Klauer Mattison & Co
Gruntal & Co Inc
CL King & Associates Inc
Wedbush Securities",1.364,1.636,4,U.S. Public,13,11,2500000,30,1250000,1250000,12/13/98 0:00,,180,,No,No,No,,,1,1,2,13.19,,"BA-SEC-ROBERTS//BEAR//BT-ALEX-BROWN
/CIBC-OPPEN/HAMBRECHT/NATION-MONT-SEC
/GERARD-KLAUER/GRUNTAL/CL-KING
/WEDBUSH-M",BA-SEC-ROBERTS,"BA-SEC-ROBERTS
BEAR","BancAmerica Robertson Stephens Inc
Bear Stearns & Co Inc",86150,7557120,BEBE STORES INC,BEBE,6/17/98,13.1875,"BEBE STORES, INC.",6/19/98,2,12,-0.083333333

4/21/98,6/16/98,Showpower Inc,7359,United States,SHO,PRIME-CHARTER,0.77,7,13.2,11,Common Shares,Yes,825396104,American,"Prime Charter Ltd
BT Alex Brown Inc
Cowen
Schroder & Co Inc
Advest Inc
Fahnestock & Co
JJB Hilliard WL Lyons Inc
John G Kinnard & Co
Ladenburg Thalmann & Co
LH Friend, Weinress, Frankson
Roney & Co
Sands Brothers & Co Ltd
CE Unterberg Towbin
Burnham Securities Inc
Gilford Securities
Van Kasper & Co",1.455,1.455,4.09091,U.S. Public,13,11,1200000,14.4,1200000,,6/16/99 0:00,,365,,No,No,No,,,1,1,1,14.69,,"PRIME-CHARTER//BT-ALEX-BROWN/COWEN
/SCHRODER-CO/ADVEST/FAHNESTOCK/HILLIARD
/KINNARD/LADENBURG/F-WEINRESS-FR
/RONEY-CO/SANDS/UNTERBERG/BURNHAM-SEC
/GILFORD/VAN-KASPER",PRIME-CHARTER,PRIME-CHARTER,Prime Charter Ltd,86137,82539610,SHOWPOWER INC,SHO,6/16/98,14.125,,6/16/98,0,12,-0.083333333

4/21/98,6/29/98,MIPS Technologies Inc,3571,United States,MIPS,DEUTSCHE-BK-SEC,0.98,7,77,14,Common Shares,Yes,604567107,Nasdaq,"Deutsche Bank Securities Corp
BancAmerica Robertson Stephens
Hambrecht & Quist",1.429,1.429,4.14286,U.S. Public,,,5500000,88.6,1250000,4250000,,,,,No,No,No,SGI,Silicon Graphics Inc,1,1,3,13.44,,"DEUTSCHE-BK-SEC//BA-SEC-ROBERTS
/HAMBRECHT",DEUTSCHE-BK-SEC,"DEUTSCHE-BK-SEC
BA-SEC-ROBERTS
HAMBRECHT","Deutsche Bank Securities Corp.
BancAmerica Robertson Stephens Inc
Hambrecht & Quist Inc",86180,60456710,M I P S TECHNOLOGIES INC,MIPS,6/30/98,13.4375,M I P S TECHNOLOGIES INC,7/1/98,1,0,#DIV/0!

4/22/98,6/22/98,Ragen MacKenzie Group Inc,6211,United States,RMG,RAYMOND,0.98,7,32.9,14,Common Shares,Yes,750642100,New York,"Raymond James & Associates Inc
Ragen MacKenzie Group Inc
BancAmerica Robertson Stephens
Bear Stearns & Co Inc
BT Alex Brown Inc
CIBC Oppenheimer
CS First Boston Corp
Donaldson Lufkin & Jenrette
Furman Selz LLC
Goldman Sachs & Co
Lazard Freres & Co LLC
Lehman Brothers
Merrill Lynch
Morgan Stanley Dean Witter
NationsBanc Montgomery Sec
Salomon Smith Barney
DA Davidson & Co Inc
Friedman Billings Ramsey Group",1.464,1.464,4.07143,U.S. Public,,,2250000,,1562500,787500,6/17/99 0:00,,360,10763184,No,No,No,,,1,1,2,14.13,,"RAYMOND//RAGEN//BA-SEC-ROBERTS/BEAR
/BT-ALEX-BROWN/CIBC-OPPEN/CS-FB/DLJ
/FURMAN-SELZ-INC/GS/LAZ/LEH/MERRILL
/MSDW/NATION-MONT-SEC/SALOMON-SMITH
/DAVIDSON/FRIEDMAN-B",RAYMOND,"RAYMOND
RAGEN","Raymond James & Associates Inc
Ragen MacKenzie Group Inc",86133,75064210,RAGEN MACKENZIE GROUP INC,RMG,6/23/98,14.125,,6/23/98,0,0,#DIV/0!

4/22/98,6/24/98,Transnational Financial Corp,6162,United States,TFN,TEJAS-SEC,0.731,9.751,9,7.5,Common Shares,Yes,893776104,American,"Tejas Securities Inc
Spencer Trask
M. H. Meyerson
Smith, Moore
Westport Resources Investment
First London Securities Corp
Royce Investment Group Inc
Kashner Davidson Securities
First Asset Management, Inc.
Centex Securities Inc
Culver Securities, Inc.,
Frederick
MS Farrell & Co
Capital West Securities",3,3,3.75067,U.S. Public,9,7,1000000,8,1200000,,6/24/99 0:00,,365,,No,No,No,,,1,1,1,7.25,,"TEJAS-SEC//SPENCER/MEYERSON/SMITH-MOORE
/WESTPORT-RES/FIRST-LONDON/ROYCE-INVEST
/KASHNER/FIRST-ASSET/CENTEX-SEC
/CULVER-SEC/FREDERICK/MS-FARRELL
/CAPITAL-WEST",TEJAS-SEC,TEJAS-SEC,"Tejas Securities, Inc.",86139,89377610,TRANSNATIONAL FINANCIAL CORP,TFN,6/24/98,7.25,TRANSNATIONAL FINANCIAL CORP,6/25/98,1,8,-0.0625

4/22/98,6/25/98,Aurora Foods Inc,2099,United States,AOR,GS,1.26,6,258.8,21,Common Shares,Yes,05164B106,New York,"Goldman Sachs & Co
BT Alex Brown Inc
Donaldson Lufkin & Jenrette
CS First Boston Corp
Chase Securities Inc
SBC Warburg Dillon Read Inc
Goldman Sachs & Co",1.238,1.238,3.52381,U.S. Public,,,,270,10972966,1352034,,,,,No,No,No,,,1,1,6,21,,"GS//BT-ALEX-BROWN/DLJ/CS-FB/CHASE-SEC
/SBC-WARBURG-DR//GS(GC)",GS,"GS
BT-ALEX-BROWN
DLJ
CS-FB
CHASE-SEC
SBC-WARBURG-DR","Goldman Sachs & Co
BT Alex Brown Inc
Donaldson Lufkin & Jenrette Inc
CS First Boston Corp
Chase Securities Inc
SBC Warburg Dillon Read Inc",86112,05164B10,AURORA FOODS INC,AOR,6/26/98,21,AURORA FOODS INC /DE/,6/29/98,3,0,#DIV/0!

4/23/98,6/25/98,Technisource Inc,7363,United States,TSRC,DLJ,0.77,7,34.1,11,Common Shares,Yes,878553106,Nasdaq,"Donaldson Lufkin & Jenrette
William Blair & Co
BancAmerica Robertson Stephens
Cowen
Deutsche Bank
Goldman Sachs & Co
Hambrecht & Quist
NationsBanc Montgomery Sec
Adams Harkness & Hill Inc
Robert W Baird & Co Inc
JC Bradford & Co
EVEREN Securities Inc
Gerard Klauer Mattison & Co
Janney Montgomery Scott Inc
Legg Mason Wood Walker
Parker-Hunter Inc
Pennsylvania Merchant Group
Punk Ziegel & Knoell
Raymond James & Associates Inc
Sands Brothers & Co Ltd
Volpe Brown Whelan & Co",1.455,1.364,4.18182,U.S. Public,,,,40,3100000,,12/22/98 0:00,,180,,No,No,No,,,1,1,2,11.06,,"DLJ//WM-BLAIR//BA-SEC-ROBERTS/COWEN
/DEUTSCHE-BANK/GS/HAMBRECHT
/NATION-MONT-SEC/ADAMS-HARKNESS/BAIRD
/BRADFORD/EVEREN-SEC/GERARD-KLAUER
/JANNEY/LEGG-MASON-WW/PARKER-HUNTER
/PENN-MER-GROUP/PUNK-ZIEGEL/RAYMOND
/SANDS/VOLPE-BROWN",DLJ,"DLJ
WM-BLAIR","Donaldson Lufkin & Jenrette Inc
William Blair & Co",86195,87855310,TECHNISOURCE INC,TSRC,6/26/98,11.3125,TECHNISOURCE INC,6/25/98,-1,0,#DIV/0!

4/23/98,8/6/98,Eclipsys Corp,7372,United States,ECLP,MSDW,1.05,7,48.9,15,Common Shares,Yes,278856109,Nasdaq,"Morgan Stanley Dean Witter
BancAmerica Robertson Stephens
Salomon Smith Barney
Lehman Brothers
Adams Harkness & Hill Inc
Hambrecht & Quist
Interstate/Johnson Lane Inc
ING Baring Furman Selz LLC
SG Cowen Securities Corp
Punk Ziegel & Knoell
Piper Jaffray Inc
Needham & Co LLC
Merrill Lynch
Loewenbaum & Company Inc.
Edward D Jones & Co
Jefferies & Co Inc
Janney Montgomery Scott Inc
AG Edwards & Sons Inc
Brean Murray & Co Inc
Chatsworth Securities LLC
Donaldson Lufkin & Jenrette
Dain Rauscher Wessels
Bear Stearns & Co Inc
Morgan Stanley Dean Witter",1.4,1.533,4.06667,U.S. Public,,,,100,3260000,,,,,,No,No,Yes,,,1,1,4,16.88,,"MSDW//BA-SEC-ROBERTS/SALOMON-SMITH/LEH
//ADAMS-HARKNESS/HAMBRECHT/INTER-JL
/ING-FURMAN/SG-COWEN/PUNK-ZIEGEL
/PIPER-J/NEEDHAM/MERRILL/LOWENBAUM
/ED-JONES/JEFFERIES/JANNEY/A-G-EDWARDS
/BREAN/CHATSWORTH/DLJ/DAIN-R-WESSELS
/BEAR//MSDW(GC)",MSDW,"MSDW
BA-SEC-ROBERTS
SALOMON-SMITH
LEH","Morgan Stanley Dean Witter & Co
BancAmerica Robertson Stephens Inc
Salomon Smith Barney
Lehman Brothers",86323,27885610,ECLIPSYS CORP,ECLP,8/7/98,16.875,ECLIPSYS CORP,8/10/98,3,0,#DIV/0!

4/23/98,11/12/98,Delicious Brands Inc,2052,United States,DBSI,NETWORK-FIN,1.14,9.5,12,12,Common Shares,Yes,246890107,Sm Cap Mkt,"Network 1 Financial Securities
Westport Resources Investment
Kashner Davidson Securities
Neidiger, Tucker, Bruner Inc.
Win Capital Corp.
Smith, Moore
EBI Securities Corp",2.5,1,6,U.S. Public,6.5,5.5,3500000,21,1000000,,2/10/99 0:00,,90,3282842,No,No,No,,,1,1,7,12.88,,"NETWORK-FIN//WESTPORT-RES/KASHNER
/NEIDIGER/WIN-CAPITAL/SMITH-MOORE
/EBI-SEC",NETWORK-FIN,"NETWORK-FIN
WESTPORT-RES
KASHNER
NEIDIGER
WIN-CAPITAL
SMITH-MOORE
EBI-SEC","Network 1 Financial Securities, Inc.
Westport Resources Investment Services, Inc.
Kashner Davidson Securities Corporation
Neidiger, Tucker, Bruner Inc.
Win Capital Corp.
Smith, Moore & Co.
EBI Securities Corp",86424,24689010,DELICIOUS BRANDS,DBSI,11/12/98,12.875,NEXT GENERATION TECHNOLOGY HOLDINGS INC,11/16/98,4,6,1

4/24/98,6/11/98,NetGravity Inc,7372,United States,NETG,BA-SEC-ROBERTS,0.63,7,27,9,Common Shares,Yes,641114103,Nasdaq,"BancAmerica Robertson Stephens
NationsBanc Montgomery Sec
First Albany",1.444,1.556,4,U.S. Public,,,,38,3000000,,12/8/98 0:00,,180,10190959,No,No,Yes,,,1,1,3,9.75,,"BA-SEC-ROBERTS//NATION-MONT-SEC
/FIRST-ALBANY",BA-SEC-ROBERTS,"BA-SEC-ROBERTS
NATION-MONT-SEC
FIRST-ALBANY","BancAmerica Robertson Stephens Inc
NationsBanc Montgomery Securities Inc
First Albany Corporation",86213,64111410,NETGRAVITY INC,NETG,6/12/98,9.75,NETGRAVITY INC,6/12/98,0,0,#DIV/0!

4/24/98,6/18/98,Restoration Hardware Inc,5719,United States,RSTO,GS,1.33,7,56.7,19,Common Shares,Yes,760981100,Nasdaq,"Goldman Sachs & Co
BancAmerica Robertson Stephens
NationsBanc Montgomery Sec
Piper Jaffray Inc
Goldman Sachs & Co",1.421,1.421,4.15789,U.S. Public,18,16,3330000,56.6,2490313,495077,,,,,No,No,Yes,,,1,1,4,26.25,,"GS//BA-SEC-ROBERTS/NATION-MONT-SEC
/PIPER-J//GS(GC)",GS,"GS
BA-SEC-ROBERTS
NATION-MONT-SEC
PIPER-J","Goldman Sachs & Co
BancAmerica Robertson Stephens Inc
NationsBanc Montgomery Securities Inc
Piper Jaffray Inc",86187,76098110,RESTORATION HARDWARE INC,RSTO,6/19/98,26.25,RESTORATION HARDWARE INC,6/19/98,0,17,0.117647059

4/24/98,6/22/98,International Integration Inc,7371,United States,ICUB,MSDW,0.84,7,25.2,12,Common Shares,Yes,459698106,Nasdaq,"Morgan Stanley Dean Witter
BT Alex Brown Inc
UBS Securities Inc
Adams Harkness & Hill Inc
Robert W Baird & Co Inc
Cowen
Furman Selz LLC
Goldman Sachs & Co
Janney Montgomery Scott Inc
Jefferies & Co Inc
Legg Mason Wood Walker
Merrill Lynch
Wheat First Securities Inc
Morgan Stanley Dean Witter",1.417,1.417,4.16667,U.S. Public,,,,40.3,2100000,,,,,,No,No,No,,,1,1,3,19.63,,"MSDW//BT-ALEX-BROWN/UBS-SEC
//ADAMS-HARKNESS/BAIRD/COWEN
/FURMAN-SELZ-INC/GS/JANNEY/JEFFERIES
/LEGG-MASON-WW/MERRILL/WHEAT//MSDW(GC)",MSDW,"MSDW
BT-ALEX-BROWN
UBS-SEC","Morgan Stanley Dean Witter & Co
BT Alex Brown Inc
UBS Securities Inc",86172,45969810,INTERNATIONAL INTEGRATION INC,ICUB,6/23/98,19.625,INTERNATIONAL INTEGRATION INC,6/23/98,0,0,#DIV/0!

4/24/98,6/30/98,Citadel Communications Corp,4832,United States,CITC,PSI,1.12,7,110.1,16,Common Shares,Yes,172853202,Nasdaq,"Prudential Securities Inc
Donaldson Lufkin & Jenrette
NationsBanc Montgomery Sec
Goldman Sachs & Co
Bear Stearns & Co Inc
Morgan Stanley Dean Witter
JC Bradford & Co
Raymond James & Associates Inc
Hoak Breedlove Wesneski & Co
Salomon Smith Barney
Merrill Lynch
Credit Lyonnais Securities USA
CS First Boston Corp
Lehman Brothers
BT Alex Brown Inc",1.438,1.5,4.0625,U.S. Public,,,,115,6250000,630796,12/27/98 0:00,,180,,No,No,No,,,1,1,4,19.94,,"PSI//DLJ/NATION-MONT-SEC/GS//BEAR/MSDW
/BRADFORD/RAYMOND/HOAK-BREEDLOVE
/SALOMON-SMITH/MERRILL/CL-SEC-USA/CS-FB
/LEH/BT-ALEX-BROWN",PSI,"PSI
DLJ
NATION-MONT-SEC
GS","Prudential Securities Inc
Donaldson Lufkin & Jenrette Inc
NationsBanc Montgomery Securities Inc
Goldman Sachs & Co",86252,17285320,CITADEL COMMUNICATIONS CORP,CITC,7/1/98,19.9375,CITADEL COMMUNICATIONS CORP,7/1/98,0,0,#DIV/0!

4/24/98,7/2/98,Collateral Therapeutics Inc,8731,United States,CLTX,BEAR,0.507,6.993,16,7.25,Common Shares,Yes,193921103,Nasdaq,"Bear Stearns & Co Inc
Raymond James & Associates Inc
Vector Securities Intl
SG Cowen Securities Corp
EVEREN Securities Inc
Furman Selz LLC
Brean Murray & Co Inc
Crowell Weedon & Co
Genesis Merchant Group Secs
Gerard Klauer Mattison & Co
Gruntal & Co Inc
Miller Tabak Hirsch",1.379,1.476,4.13793,U.S. Public,13,11,3300000,39.6,2200000,,12/29/98 0:00,82.749,180,8682508,No,No,No,,,1,1,3,7.56,,"BEAR//RAYMOND/VECTOR//SG-COWEN
/EVEREN-SEC/FURMAN-SELZ-INC/BREAN
/CROWELL/GENESIS-MERCH/GERARD-KLAUER
/GRUNTAL/MILLER-TABAK",BEAR,"BEAR
RAYMOND
VECTOR","Bear Stearns & Co Inc
Raymond James & Associates Inc
Vector Securities International",86254,19392110,COLLATERAL THERAPEUTICS INC,CLTX,7/2/98,7.5625,COLLATERAL THERAPEUTICS INC,7/2/98,0,12,-0.395833333

4/24/98,7/15/98,Tweeter Home Ent Group Inc,5731,United States,TWTR,BT-ALEX-BROWN,1.19,7,40.9,17,Common Shares,Yes,901167106,Nasdaq,"BT Alex Brown Inc
PaineWebber
Dain Rauscher Wessels
Bear Stearns & Co Inc
BancAmerica Robertson Stephens
Donaldson Lufkin & Jenrette
NationsBanc Montgomery Sec
Salomon Smith Barney
Adams Harkness & Hill Inc
Fifth Third Bank
George K Baum & Co
Gerard Klauer Mattison & Co
Janney Montgomery Scott Inc
Legg Mason Wood Walker
McDonald Investments
Needham & Co LLC
Pennsylvania Merchant Group
Piper Jaffray Inc
Robinson-Humphrey Co
Stephens Inc
Tucker Anthony Inc
Wit Capital Group Inc
BT Alex Brown Inc",1.412,1.412,4.17647,U.S. Public,17,15,2710000,43.4,1954834,453166,,,,,No,No,Yes,,,1,1,3,18.88,,"BT-ALEX-BROWN//PAINE-W/DAIN-R-WESSELS
//BEAR/BA-SEC-ROBERTS/DLJ
/NATION-MONT-SEC/SALOMON-SMITH
/ADAMS-HARKNESS/FIFTH-THIRD-BK/G-BAUM
/GERARD-KLAUER/JANNEY/LEGG-MASON-WW
/MCDONALD/NEEDHAM/PENN-MER-GROUP
/PIPER-J/ROBINSON/STEPHENS/TUCKER
/WIT-CAPITAL//BT-ALEX-BROWN(GC)",BT-ALEX-BROWN,"BT-ALEX-BROWN
PAINE-W
DAIN-R-WESSELS","BT Alex Brown Inc
PaineWebber Inc
Dain Rauscher Wessels",86298,90116710,TWEETER HOME ENTRTNMNT GROUP IN,TWTR,7/16/98,18.875,,7/16/98,0,16,0.0625

4/24/98,8/3/98,Uniservice Corp Fla,5812,United States,UNSRA,WERBEL-ROTH,0.5,10,7,5,Class A Shares,Yes,909176109,Sm Cap Mkt,"Werbel-Roth Securities
Comprehensive Capital
Robb Peck & McCoey
Grady and Hatch
Agean Group Inc
Lion Capital Corporation Ltd",Comb.,Comb.,5,U.S. Public,5,5,1400000,7,1400000,,7/23/00 0:00,,720,,No,No,No,,,1,1,1,4.63,,"WERBEL-ROTH//COMP-CAPITAL/ROBB-PECK
/GRADY-HATCH/AGEAN/LION-CAPITAL",WERBEL-ROTH,WERBEL-ROTH,"Werbel-Roth Securities, Inc.",86340,61982T10,UNISERVICE CORP FLA,UNSRA,8/5/98,4.625,MOTORCARS AUTO GROUP INC,8/4/98,-1,5,0

4/24/98,2/10/99,Gabelli Asset Management Inc,6211,United States,GBL,"MERRILL
/SALOMON-SMITH(JB)",1.225,7,99.3,17.5,Class A Shares,Yes,36239Y102,New York,"Merrill Lynch
Salomon Smith Barney
Gabelli & Co Inc
Southwest Securities Group Inc
Bear Stearns & Co Inc
BT Alex Brown Inc
CIBC Oppenheimer
Donaldson Lufkin & Jenrette
AG Edwards & Sons Inc
Lehman Brothers
Morgan Stanley Dean Witter
PaineWebber
Prudential Securities Inc
Schroder & Co Inc
Warburg Dillon Read Inc
Advest Inc
Barrington Research Inc.
George K Baum & Co
William Blair & Co
Burnham Securities Inc
EVEREN Securities Inc
Ferris Baker Watts
Gruntal & Co Inc
Herzog, Heine, Geduld, Inc.
Edward D Jones & Co
Legg Mason Wood Walker
Needham & Co LLC
Putnam, Lovell , de Guardiola
Robinson-Humphrey Co
Sanders Morris Mundy Inc
Sandler O'Neill Partners
CE Unterberg Towbin
Merrill Lynch
Salomon Smith Barney",1.429,1.4,4.17143,U.S. Public,,,,115,5675000,,,,,,No,No,No,,,2,2,3,17.81,,"MERRILL(JB)/SALOMON-SMITH(JB)//GABELLI
//SOUTHWEST-SEC/BEAR/BT-ALEX-BROWN
/CIBC-OPPEN/DLJ/A-G-EDWARDS/LEH/MSDW
/PAINE-W/PSI/SCHRODER-CO/WARBURG-DR
/ADVEST/BARRINGTON-RES/G-BAUM/WM-BLAIR
/BURNHAM-SEC/EVEREN-SEC/FERRIS-BAKER
/GRUNTAL/HERZOG/ED-JONES/LEGG-MASON-WW
/NEEDHAM/PUTNAM-LOVELL/ROBINSON
/SANDERS-MORRIS/SANDLER-ONEILL
/UNTERBERG//MERRILL(GC)
/SALOMON-SMITH(GC)",MERRILL/SALOMON-SMITH,"MERRILL
(JB)/SALOMON-SMITH(JB)
GABELLI","Merrill Lynch & Co Inc
Salomon Smith Barney
Gabelli & Co Inc",86593,36143810,GABELLI ASSET MANAGEMENT INC,GBL,2/11/99,17.8125,"GAMCO INVESTORS, INC. ET AL",2/11/99,0,0,#DIV/0!

4/27/98,6/17/98,software.net Corp,7372,United States,SWNT,DEUTSCHE-MORGAN,0.63,7,45,9,Common Shares,Yes,8.34E+112,Nasdaq,"Deutsche Morgan Grenfell
Donaldson Lufkin & Jenrette
Merrill Lynch
CE Unterberg Towbin",1.444,1.667,3.88889,U.S. Public,,,,51.8,5000000,,12/14/98 0:00,,180,,No,No,Yes,,,1,1,4,13.25,,DEUTSCHE-MORGAN//DLJ/MERRILL/UNTERBERG,DEUTSCHE-MORGAN,"DEUTSCHE-MORGAN
DLJ
MERRILL
UNTERBERG","Deutsche Morgan Grenfell
Donaldson Lufkin & Jenrette Inc
Merrill Lynch & Co Inc
CE Unterberg Towbin",86193,8.86E+33,SOFTWARE NET CORP,SWNT,6/17/98,13.25,BEYOND COM CORP,6/18/98,1,0,#DIV/0!

4/29/98,6/29/98,LMI Aerospace Inc,3728,United States,LMIA,EVEREN-SEC,0.7,7,23,10,Common Shares,Yes,502079106,Nasdaq,"EVEREN Securities Inc
George K Baum & Co
BT Alex Brown Inc
CIBC Oppenheimer
Goldman Sachs & Co
Lehman Brothers
SBC Warburg Dillon Read Inc
William Blair & Co
Gabelli & Co Inc
CL King & Associates Inc
Ragen MacKenzie Group Inc
Stifel Nicolaus & Co Inc",1.4,1.4,4.2,U.S. Public,14,12,2300000,29.9,2300000,,12/26/98 0:00,,180,,No,No,No,,,1,1,2,10.38,,"EVEREN-SEC//G-BAUM//BT-ALEX-BROWN
/CIBC-OPPEN/GS/LEH/SBC-WARBURG-DR
/WM-BLAIR/GABELLI/CL-KING/RAGEN/STIFEL",EVEREN-SEC,"EVEREN-SEC
G-BAUM","EVEREN Securities Inc
George K Baum & Co",86178,50207910,L M I AEROSPACE INC,LMIA,6/30/98,10.375,LMI AEROSPACE INC,6/30/98,0,13,-0.230769231

4/30/98,7/2/98,Horizon Organic Holding Corp,2026,United States,HCOW,HAMBRECHT,0.77,7,33,11,Common Shares,Yes,44043T103,Nasdaq,"Hambrecht & Quist
Piper Jaffray Inc
Hanifen Imhoff Inc
BT Alex Brown Inc
Donaldson Lufkin & Jenrette
NationsBanc Montgomery Sec
PaineWebber
Salomon Smith Barney
Charles Schwab & Co Inc
Adams Harkness & Hill Inc
Blackford Securities
Cruttenden & Co. Inc.
Dain Rauscher Corp
DA Davidson & Co Inc
Raymond James & Associates Inc
Stephens Inc
Sutro & Co Inc
Wit Capital Group Inc",1.455,1.636,3.90909,U.S. Public,11,9,3000000,30,3000000,,12/29/98 0:00,,180,5825418,No,No,Yes,,,1,1,3,15.06,,"HAMBRECHT//PIPER-J/HANIFEN-IMHOFF
//BT-ALEX-BROWN/DLJ/NATION-MONT-SEC
/PAINE-W/SALOMON-SMITH/CHARLES-SCHWAB
/ADAMS-HARKNESS/BLACKFORD/CRUTTENDEN
/DAIN-RAUSCHER/DAVIDSON/RAYMOND
/STEPHENS/SUTRO/WIT-CAPITAL",HAMBRECHT,"HAMBRECHT
PIPER-J
HANIFEN-IMHOFF","Hambrecht & Quist Inc
Piper Jaffray Inc
Hanifen Imhoff Inc",86267,44043T10,HORIZON ORGANIC HOLDING CORP,HCOW,7/2/98,15.0625,HORIZON ORGANIC HOLDING CORP,7/6/98,4,10,0.1

4/30/98,7/21/98,Golden State Vintners Inc,2082,United States,VINT,GS,1.19,7,73.1,17,Class B Shares,Yes,38121K208,Nasdaq,"Goldman Sachs & Co
Hambrecht & Quist
JP Morgan
Advest Inc
BT Alex Brown Inc
Credit Lyonnais Securities USA
Donaldson Lufkin & Jenrette
Edward D Jones & Co
NationsBanc Montgomery Sec
Robinson-Humphrey Co
Schroder & Co Inc
Van Kasper & Co
Wasserstein Perella Securities
Goldman Sachs & Co",1.353,1.529,4.11765,U.S. Public,19,16,4300000,75.3,2150000,2150000,,,,,No,No,Yes,,,1,1,3,17.06,,"GS//HAMBRECHT/JPM//ADVEST/BT-ALEX-BROWN
/CL-SEC-USA/DLJ/ED-JONES
/NATION-MONT-SEC/ROBINSON/SCHRODER-CO
/VAN-KASPER/WP-SEC//GS(GC)",GS,"GS
HAMBRECHT
JPM","Goldman Sachs & Co
Hambrecht & Quist Inc
JP Morgan & Co Inc",86301,38121K20,GOLDEN STATE VINTNERS INC,VINT,7/22/98,17.0625,GOLDEN STATE VINTNERS INC,7/22/98,0,17.5,-0.028571429

5/1/98,7/8/98,Knight Trimark Group,6211,United States,NITE,BA-SEC-ROBERTS,0.94,6.483,145,14.5,Class A Shares,Yes,499067106,Nasdaq,"BancAmerica Robertson Stephens
Merrill Lynch
ABN AMRO Incorporated
Southwest Securities Group Inc
PaineWebber
Howe Barnes Investments Inc
Sanders Morris Mundy Inc
Sands Brothers & Co Ltd
JW Charles Securities Inc",1.379,1.379,3.72414,U.S. Public,16,14,10000000,150,8688246,1311754,1/4/99 0:00,84.566,180,41489882,No,No,No,,,1,1,5,15.88,,"BA-SEC-ROBERTS//MERRILL/ABN-AMRO-INC
/SOUTHWEST-SEC/PAINE-W//HOWE-BARNES
/SANDERS-MORRIS/SANDS/JW-CHARLES-SEC",BA-SEC-ROBERTS,"BA-SEC-ROBERTS
MERRILL
