Name,Filing Date,Word Length_sentiment,negative,positive,uncertainty,litigious,strongmodal,weakmodal,constraining
MYTURN COM INC,6/23/99,374,0.026737968,0.010695187,0.058823529,0.005347594,0.024064171,0.016042781,0.002673797
IRIDIUM WORLD COMMUNICATIONS LTD,6/10/97,110,0,0,0.018181818,0.018181818,0.036363636,0,0
CARDIMA INC,6/6/97,186,0.010752688,0.010752688,0.037634409,0.010752688,0.010752688,0.010752688,0.016129032
LOTTERY & WAGERING SOLUTIONS INC,6/6/97,425,0.009411765,0.004705882,0.016470588,0.002352941,0.016470588,0.009411765,0.011764706
SILVERLEAF RESORTS INC,6/6/97,159,0,0,0.018867925,0.006289308,0,0.006289308,0
ESHARE COMMUNICATIONS INC,6/5/97,269,0.003717472,0.011152416,0.018587361,0.007434944,0.018587361,0.011152416,0.007434944
ESHARE COMMUNICATIONS INC,6/5/97,269,0.003717472,0.011152416,0.018587361,0.007434944,0.018587361,0.011152416,0.007434944
CONCERO INC,6/5/97,219,0,0,0.02739726,0.01369863,0.01369863,0.00913242,0.01369863
PAMECO CORP,6/4/97,189,0,0,0.026455026,0,0.010582011,0,0
"SAREPTA THERAPEUTICS, INC.",6/5/97,235,0.004255319,0.008510638,0.029787234,0.046808511,0.025531915,0.008510638,0.034042553
RF MICRO DEVICES INC,6/4/97,208,0,0,0.024038462,0.004807692,0.014423077,0.009615385,0.004807692
"HUMANIGEN, INC",2/1/13,159,0,0.012578616,0.031446541,0,0.037735849,0.006289308,0.006289308
"TRI POINTE GROUP, INC.",2/1/13,77,0,0,0.025974026,0,0.012987013,0,0.012987013
GLADSTONE LAND CORP,1/29/13,248,0,0.016129032,0.016129032,0.004032258,0.040322581,0.004032258,0.008064516
STEMLINE THERAPEUTICS INC,1/29/13,314,0.006369427,0.00955414,0.031847134,0,0.022292994,0.006369427,0.006369427
BRIGHT HORIZONS FAMILY SOLUTIONS INC.,1/25/13,111,0.009009009,0,0.018018018,0.009009009,0.018018018,0.027027027,0
LIPOSCIENCE INC,1/25/13,177,0.005649718,0.005649718,0.033898305,0,0.011299435,0.011299435,0.005649718
NORWEGIAN CRUISE LINE HOLDINGS LTD.,1/18/13,709,0,0,0.005641749,0.005641749,0.009873061,0.008462623,0.005641749
CYRUSONE INC.,1/22/13,104,0,0,0.038461538,0,0.038461538,0,0
"SUNCOKE ENERGY PARTNERS, L.P.",1/18/13,235,0.004255319,0.004255319,0.042553191,0,0.029787234,0,0.004255319
"CVR REFINING, LP",1/18/13,184,0.010869565,0,0.010869565,0,0.043478261,0,0
"USA COMPRESSION PARTNERS, LP",1/16/13,154,0.012987013,0.006493506,0.006493506,0.019480519,0.038961039,0,0.006493506
XOOM CORP,2/15/13,153,0,0,0.006535948,0,0.026143791,0.006535948,0.013071895
"ORCHID ISLAND CAPITAL, INC.",2/15/13,243,0.008230453,0.004115226,0.032921811,0,0.024691358,0.008230453,0.004115226
INVESCO CURRENCYSHARES SINGAPORE DOLLAR TRUST,9/9/14,40,0,0,0,0,0.05,0,0
INVESCO CURRENCYSHARES SINGAPORE DOLLAR TRUST,6/9/14,40,0,0,0,0,0.05,0,0
INVESCO CURRENCYSHARES SINGAPORE DOLLAR TRUST,3/14/14,40,0,0,0,0,0.05,0,0
INVESCO CURRENCYSHARES SINGAPORE DOLLAR TRUST,3/5/14,40,0,0,0,0,0.05,0,0
INVESCO CURRENCYSHARES SINGAPORE DOLLAR TRUST,2/4/14,40,0,0,0,0,0.05,0,0
INVESCO CURRENCYSHARES SINGAPORE DOLLAR TRUST,5/14/13,40,0,0,0,0,0.05,0,0
INVESCO CURRENCYSHARES SINGAPORE DOLLAR TRUST,3/15/13,40,0,0,0,0,0.05,0,0
INVESCO CURRENCYSHARES SINGAPORE DOLLAR TRUST,2/8/13,40,0,0,0,0,0.05,0,0
INVESCO CURRENCYSHARES SINGAPORE DOLLAR TRUST,11/2/11,40,0,0,0,0,0.05,0,0
"ATLAS FINANCIAL HOLDINGS, INC.",2/12/13,146,0,0.01369863,0.02739726,0,0.04109589,0,0.006849315
"CONNECTONE BANCORP, INC.",2/12/13,110,0,0.027272727,0.009090909,0.009090909,0.027272727,0,0.009090909
"HEALTH INSURANCE INNOVATIONS, INC.",2/11/13,141,0,0.007092199,0.014184397,0,0.028368794,0,0.007092199
NEW SOURCE ENERGY PARTNERS L.P.,2/8/13,219,0.00913242,0,0.02739726,0.00913242,0.03196347,0,0
READY CAPITAL CORP,2/8/13,181,0,0.005524862,0,0,0.033149171,0.016574586,0.005524862
EXONE CO,2/7/13,175,0,0.011428571,0.045714286,0,0.022857143,0.005714286,0.005714286
BOISE CASCADE CO,2/7/13,140,0,0,0.021428571,0,0.028571429,0,0
ZOETIS INC.,2/4/13,49,0,0,0,0.040816327,0.06122449,0,0
PINNACLE FOODS INC.,3/28/13,284,0.01056338,0.003521127,0.01056338,0.003521127,0.024647887,0,0
"NV5 GLOBAL, INC.",9/27/13,162,0,0.00617284,0.024691358,0,0.018518519,0.00617284,0.024691358
"NV5 GLOBAL, INC.",3/27/13,162,0,0.00617284,0.024691358,0,0.018518519,0.00617284,0.024691358
"HUNT COMPANIES FINANCE TRUST, INC.",3/22/13,258,0.003875969,0.019379845,0.027131783,0,0.031007752,0.011627907,0.007751938
"ZAIS GROUP HOLDINGS, INC.",3/22/13,1372,0.00728863,0.002186589,0.010204082,0.00728863,0.027696793,0.010204082,0.011661808
MARIN SOFTWARE INC,3/22/13,151,0,0.006622517,0.013245033,0,0.026490066,0.006622517,0.01986755
WEST CORP,3/22/13,73,0,0,0.02739726,0,0.01369863,0,0
"AVIV REIT, INC.",3/21/13,192,0.010416667,0,0.020833333,0,0.005208333,0,0
ENANTA PHARMACEUTICALS INC,3/21/13,202,0.00990099,0.00990099,0.034653465,0,0.01980198,0.014851485,0.004950495
"MODEL N, INC.",3/20/13,193,0,0.005181347,0.020725389,0,0.03626943,0.010362694,0.015544041
TETRAPHASE PHARMACEUTICALS INC,3/20/13,341,0.038123167,0.023460411,0.023460411,0.002932551,0.023460411,0.029325513,0.017595308
"ITRON NETWORKED SOLUTIONS, INC.",3/13/13,160,0.00625,0.00625,0.0125,0,0.025,0.00625,0.00625
ARTISAN PARTNERS ASSET MANAGEMENT INC.,3/7/13,279,0.007168459,0.003584229,0.021505376,0.007168459,0.021505376,0,0.017921147
"PROFESSIONAL DIVERSITY NETWORK, INC.",3/6/13,193,0,0.015544041,0.020725389,0,0.020725389,0.020725389,0.010362694
"BLACKHAWK NETWORK HOLDINGS, INC",4/19/13,50,0,0,0,0,0.02,0,0
"SEAWORLD ENTERTAINMENT, INC.",4/19/13,283,0.010600707,0.003533569,0.014134276,0.003533569,0.024734982,0,0
TAMINCO CORP,4/19/13,126,0.007936508,0,0.015873016,0,0.015873016,0,0
INTELSAT S.A.,4/18/13,194,0.005154639,0,0.046391753,0,0.005154639,0.005154639,0
INTELSAT S.A.,4/18/13,194,0.005154639,0,0.046391753,0,0.005154639,0.005154639,0
"HANNON ARMSTRONG SUSTAINABLE INFRASTRUCTURE CAPITAL, INC.",4/19/13,267,0.003745318,0,0.018726592,0,0.026217228,0.003745318,0
FAIRWAY GROUP HOLDINGS CORP,4/17/13,339,0.017699115,0.008849558,0.02359882,0.005899705,0.020648968,0,0
"EVERTEC, INC.",4/15/13,250,0.008,0.012,0.016,0.008,0.028,0.016,0.004
RALLY SOFTWARE DEVELOPMENT CORP,4/12/13,168,0.005952381,0.011904762,0.023809524,0,0.017857143,0.011904762,0.011904762
"OMTHERA PHARMACEUTICALS, INC.",4/12/13,192,0.005208333,0,0.036458333,0,0.03125,0.005208333,0.010416667
CHIMERIX INC,4/11/13,283,0.003533569,0.014134276,0.028268551,0,0.028268551,0.007067138,0.021201413
KNOT OFFSHORE PARTNERS LP,4/10/13,280,0,0,0.025,0,0.025,0.003571429,0
TAYLOR MORRISON HOME CORP,4/10/13,277,0.010830325,0.003610108,0.018050542,0.007220217,0.028880866,0.003610108,0
"PULSE EVOLUTION GROUP, INC.",5/2/13,27,0,0,0,0.037037037,0.037037037,0,0
"PULSE EVOLUTION GROUP, INC.",8/9/12,27,0,0,0,0.037037037,0.037037037,0,0
"CANCER GENETICS, INC",4/5/13,488,0.008196721,0.014344262,0.016393443,0.010245902,0.014344262,0.010245902,0.012295082
"INDEPENDENT BANK GROUP, INC.",4/3/13,206,0,0.004854369,0.014563107,0,0.014563107,0,0.004854369
"EPIZYME, INC.",5/31/13,213,0.004694836,0.014084507,0.03286385,0,0.023474178,0.014084507,0.004694836
KAMADA LTD,5/31/13,208,0.009615385,0.004807692,0.019230769,0,0.014423077,0.014423077,0.009615385
"SALEEN AUTOMOTIVE, INC.",2/21/14,147,0.006802721,0.06122449,0.006802721,0,0.040816327,0.013605442,0.006802721
"SALEEN AUTOMOTIVE, INC.",11/15/13,147,0.006802721,0.06122449,0.006802721,0,0.040816327,0.013605442,0.006802721
"SALEEN AUTOMOTIVE, INC.",11/8/13,147,0.006802721,0.06122449,0.006802721,0,0.040816327,0.013605442,0.006802721
"SALEEN AUTOMOTIVE, INC.",5/14/12,147,0.006802721,0.06122449,0.006802721,0,0.040816327,0.013605442,0.006802721
PLY GEM HOLDINGS INC,5/23/13,362,0.005524862,0,0.038674033,0.002762431,0.013812155,0.011049724,0
CHANNELADVISOR CORP,5/23/13,144,0,0,0.027777778,0,0.027777778,0.006944444,0.020833333
"GLOBAL BRASS & COPPER HOLDINGS, INC.",5/23/13,37,0,0,0,0,0.081081081,0,0
CONSTELLIUM SE,5/23/13,154,0,0.012987013,0.012987013,0,0.032467532,0.019480519,0
ARCTURUS THERAPEUTICS LTD.,5/22/13,160,0,0.0125,0.00625,0,0.025,0,0.025
PORTOLA PHARMACEUTICALS INC,5/22/13,259,0.011583012,0.023166023,0.042471042,0,0.023166023,0.015444015,0.011583012
"MARKETO, INC.",5/17/13,204,0,0.009803922,0.009803922,0,0.029411765,0.004901961,0.019607843
TABLEAU SOFTWARE INC,5/20/13,173,0,0,0.01734104,0,0.023121387,0.005780347,0.011560694
AMBIT BIOSCIENCES CORP,5/16/13,262,0.003816794,0.007633588,0.026717557,0.007633588,0.019083969,0.007633588,0.003816794
"FRONTEO, INC.",5/16/13,168,0,0.005952381,0.041666667,0,0.023809524,0.011904762,0.005952381
WILLIAM LYON HOMES,5/16/13,80,0,0,0.0125,0.0125,0.0125,0.0125,0
"TALLGRASS ENERGY PARTNERS, LP",5/14/13,289,0.003460208,0.006920415,0.041522491,0.003460208,0.020761246,0,0
FIRST NBC BANK HOLDING CO,5/10/13,82,0,0.024390244,0.048780488,0,0.012195122,0.012195122,0
"LINDBLAD EXPEDITIONS HOLDINGS, INC.",5/13/13,1440,0.00625,0.002777778,0.011805556,0.007638889,0.028472222,0.013194444,0.011111111
BIOAMBER INC.,5/10/13,432,0.016203704,0.00462963,0.018518519,0,0.023148148,0.009259259,0.020833333
EMERGE ENERGY SERVICES LP,5/10/13,222,0,0,0.018018018,0,0.027027027,0,0
CYAN INC,5/9/13,191,0,0.010471204,0.020942408,0,0.031413613,0.005235602,0.020942408
"AMERICAN RESIDENTIAL PROPERTIES, INC.",5/9/13,218,0,0,0.013761468,0.009174312,0.02293578,0.013761468,0.004587156
"AMERICAN RESIDENTIAL PROPERTIES, INC.",5/9/13,218,0,0,0.013761468,0.009174312,0.02293578,0.013761468,0.004587156
"PNMAC HOLDINGS, INC.",5/9/13,104,0,0,0.019230769,0,0.048076923,0,0
IQVIA HOLDINGS INC.,5/9/13,478,0.008368201,0.010460251,0.020920502,0,0.008368201,0.00209205,0.008368201
"TRISTATE CAPITAL HOLDINGS, INC.",5/10/13,118,0,0.008474576,0.025423729,0,0.042372881,0.016949153,0
"TRISTATE CAPITAL HOLDINGS, INC.",5/9/13,118,0,0.008474576,0.025423729,0,0.042372881,0.016949153,0
"RECEPTOS, INC.",5/9/13,373,0.018766756,0.00536193,0.034852547,0.002680965,0.021447721,0.00536193,0.016085791
"ARMADA HOFFLER PROPERTIES, INC.",5/9/13,314,0.003184713,0.003184713,0.038216561,0.003184713,0.006369427,0.006369427,0
QIWI,5/3/13,16,0,0,0,0,0.125,0,0
"VOYA FINANCIAL, INC.",5/3/13,31,0,0,0.032258065,0,0.096774194,0,0
"INSYS THERAPEUTICS, INC.",5/2/13,290,0.003448276,0.013793103,0.027586207,0.006896552,0.013793103,0.010344828,0.017241379
GW PHARMACEUTICALS PLC,5/2/13,163,0,0,0.042944785,0,0.024539877,0.018404908,0.012269939
ELLINGTON RESIDENTIAL MORTGAGE REIT,5/2/13,405,0.002469136,0.009876543,0.022222222,0,0.019753086,0.014814815,0.004938272
NOODLES & CO,6/28/13,114,0,0,0.035087719,0,0.026315789,0,0
PROSENSA HOLDING N.V. IN LIQUIDATIE,6/28/13,247,0.008097166,0.016194332,0.032388664,0,0.028340081,0.012145749,0.012145749
SILVERCREST ASSET MANAGEMENT GROUP INC.,6/28/13,155,0,0,0.025806452,0,0.032258065,0.006451613,0
"ARATANA THERAPEUTICS, INC.",6/27/13,144,0,0.006944444,0.027777778,0,0.020833333,0,0
CDW CORP,7/24/13,284,0.031690141,0,0.01056338,0.007042254,0.031690141,0.003521127,0.003521127
CDW CORP,6/28/13,284,0.031690141,0,0.01056338,0.007042254,0.031690141,0.003521127,0.003521127
"HD SUPPLY HOLDINGS, INC.",6/28/13,451,0.024390244,0,0.024390244,0.019955654,0,0.00443459,0
"TELARIA, INC.",6/27/13,152,0,0,0.032894737,0,0.026315789,0.013157895,0
MERGEWORTHRX CORP.,6/28/13,1187,0.00673968,0.00168492,0.01010952,0.00926706,0.025273799,0.01347936,0.01095198
"ESPERION THERAPEUTICS, INC.",6/26/13,308,0,0.006493506,0.032467532,0.003246753,0.019480519,0.006493506,0.012987013
NANOSTRING TECHNOLOGIES INC,6/26/13,180,0.005555556,0,0.038888889,0.005555556,0.016666667,0.005555556,0.016666667
"LUXOFT HOLDING, INC",6/26/13,91,0,0.032967033,0,0,0.021978022,0.010989011,0
GOGO INC.,6/24/13,136,0,0.007352941,0.007352941,0.014705882,0.014705882,0,0
"PTC THERAPEUTICS, INC.",6/20/13,270,0.007407407,0.011111111,0.044444444,0,0.018518519,0.018518519,0.007407407
"TRUETT-HURST, INC.",6/20/13,290,0.003448276,0.003448276,0.017241379,0,0.031034483,0.006896552,0.006896552
"BLUEBIRD BIO, INC.",6/19/13,333,0,0.006006006,0.036036036,0.006006006,0.015015015,0.006006006,0.006006006
COTY INC.,6/13/13,31,0,0,0,0,0.032258065,0,0
GIGAMON INC.,6/12/13,213,0,0.009389671,0.009389671,0,0.042253521,0.004694836,0.023474178
TEXTURA CORP,6/7/13,143,0,0.006993007,0.027972028,0,0.027972028,0.013986014,0.013986014
"LIGHTINTHEBOX HOLDING CO., LTD.",6/6/13,214,0.004672897,0.014018692,0.028037383,0.009345794,0.023364486,0.009345794,0.009345794
RCS CAPITAL CORP,6/6/13,242,0,0,0.041322314,0,0.033057851,0.004132231,0.004132231
AVINGER INC,1/30/15,260,0.003846154,0.007692308,0.015384615,0.003846154,0.015384615,0.007692308,0.007692308
"INFRAREIT, INC.",2/2/15,346,0.00867052,0.005780347,0.005780347,0.005780347,0.01734104,0,0
"SPARK THERAPEUTICS, INC.",1/30/15,312,0.006410256,0.022435897,0.032051282,0.003205128,0.012820513,0.022435897,0.009615385
SHAKE SHACK INC.,1/30/15,234,0,0,0.034188034,0,0.02991453,0,0
"TRACON PHARMACEUTICALS, INC.",2/2/15,496,0.002016129,0.002016129,0.040322581,0.004032258,0.02016129,0,0.012096774
PRESBIA PLC,1/29/15,166,0.006024096,0.006024096,0.054216867,0.018072289,0.024096386,0.006024096,0.012048193
"SALARIUS PHARMACEUTICALS, INC.",1/29/15,246,0.020325203,0.012195122,0.016260163,0.004065041,0.012195122,0.024390244,0.008130081
ENTELLUS MEDICAL INC,1/30/15,112,0,0,0.017857143,0,0.017857143,0.008928571,0.008928571
ASCENDIS PHARMA A/S,1/28/15,252,0.003968254,0.01984127,0.043650794,0.003968254,0.01984127,0.007936508,0.003968254
ZOSANO PHARMA CORP,1/27/15,354,0.005649718,0.011299435,0.033898305,0.005649718,0.016949153,0.002824859,0.014124294
EURONAV NV,1/23/15,74,0,0.040540541,0.013513514,0,0.040540541,0.027027027,0
BOX INC,1/23/15,152,0,0,0.013157895,0,0.013157895,0.006578947,0.019736842
"COUNTY BANCORP, INC.",1/16/15,244,0.004098361,0.020491803,0.024590164,0,0.045081967,0.012295082,0.004098361
"PATRIOT NATIONAL, INC.",1/20/15,341,0.005865103,0,0.014662757,0.005865103,0.020527859,0.005865103,0.005865103
"EXELA TECHNOLOGIES, INC.",1/20/15,1423,0.01054111,0.002810963,0.007730148,0.00983837,0.027406887,0.013352073,0.011243851
INDOOR HARVEST CORP,5/20/15,9,0,0,0,0,0.111111111,0,0
INDOOR HARVEST CORP,4/17/15,9,0,0,0,0,0.111111111,0,0
INDOOR HARVEST CORP,12/23/14,9,0,0,0,0,0.111111111,0,0
INDOOR HARVEST CORP,12/5/14,9,0,0,0,0,0.111111111,0,0
INDOOR HARVEST CORP,11/7/14,9,0,0,0,0,0.111111111,0,0
WISDOMTREE COAL FUND,8/25/16,809,0.013597033,0.008652658,0.013597033,0.009888752,0.037082818,0.012360939,0.018541409
WISDOMTREE COAL FUND,7/27/16,809,0.013597033,0.008652658,0.013597033,0.009888752,0.037082818,0.012360939,0.018541409
WISDOMTREE COAL FUND,3/17/16,809,0.013597033,0.008652658,0.013597033,0.009888752,0.037082818,0.012360939,0.018541409
WISDOMTREE COAL FUND,1/4/16,809,0.013597033,0.008652658,0.013597033,0.009888752,0.037082818,0.012360939,0.018541409
WISDOMTREE COAL FUND,2/19/15,809,0.013597033,0.008652658,0.013597033,0.009888752,0.037082818,0.012360939,0.018541409
WISDOMTREE COAL FUND,2/13/15,809,0.013597033,0.008652658,0.013597033,0.009888752,0.037082818,0.012360939,0.018541409
ETF MANAGERS GROUP COMMODITY TRUST I,1/2/18,269,0.003717472,0.007434944,0.014869888,0.040892193,0.037174721,0.011152416,0.040892193
ETF MANAGERS GROUP COMMODITY TRUST I,4/12/17,269,0.003717472,0.007434944,0.014869888,0.040892193,0.037174721,0.011152416,0.040892193
ETF MANAGERS GROUP COMMODITY TRUST I,1/20/17,269,0.003717472,0.007434944,0.014869888,0.040892193,0.037174721,0.011152416,0.040892193
ETF MANAGERS GROUP COMMODITY TRUST I,1/9/17,269,0.003717472,0.007434944,0.014869888,0.040892193,0.037174721,0.011152416,0.040892193
ETF MANAGERS GROUP COMMODITY TRUST I,12/9/16,269,0.003717472,0.007434944,0.014869888,0.040892193,0.037174721,0.011152416,0.040892193
ETF MANAGERS GROUP COMMODITY TRUST I,1/28/16,269,0.003717472,0.007434944,0.014869888,0.040892193,0.037174721,0.011152416,0.040892193
ETF MANAGERS GROUP COMMODITY TRUST I,2/19/15,269,0.003717472,0.007434944,0.014869888,0.040892193,0.037174721,0.011152416,0.040892193
ETF MANAGERS GROUP COMMODITY TRUST I,2/18/15,269,0.003717472,0.007434944,0.014869888,0.040892193,0.037174721,0.011152416,0.040892193
CHECK-CAP LTD,6/30/15,287,0.003484321,0.003484321,0.041811847,0.006968641,0.024390244,0.006968641,0.003484321
CHECK-CAP LTD,2/20/15,287,0.003484321,0.003484321,0.041811847,0.006968641,0.024390244,0.006968641,0.003484321
"ROCKET PHARMACEUTICALS, INC.",2/19/15,379,0.007915567,0.005277045,0.029023747,0,0.026385224,0.005277045,0.01055409
"ROCKET PHARMACEUTICALS, INC.",2/19/15,379,0.007915567,0.005277045,0.029023747,0,0.026385224,0.005277045,0.01055409
EYEGATE PHARMACEUTICALS INC,2/13/15,197,0,0.010152284,0.025380711,0.005076142,0.045685279,0.010152284,0.005076142
CARDCONNECT CORP.,2/13/15,1392,0.016522989,0.005028736,0.00933908,0.014367816,0.017241379,0.017241379,0.012931034
GREAT AJAX CORP.,2/17/15,299,0.010033445,0.006688963,0.02006689,0.003344482,0.016722408,0.006688963,0.003344482
"BELLEROPHON THERAPEUTICS, INC.",2/13/15,215,0.009302326,0.018604651,0.027906977,0,0.027906977,0.018604651,0.027906977
INVITAE CORP,2/12/15,337,0.002967359,0.008902077,0.020771513,0,0.008902077,0.008902077,0.020771513
"INOVALON HOLDINGS, INC.",2/12/15,133,0,0.007518797,0.022556391,0,0.022556391,0.007518797,0.015037594
"AVENUE FINANCIAL HOLDINGS, INC.",2/11/15,179,0,0.005586592,0.011173184,0.005586592,0.033519553,0.011173184,0.005586592
BARINGTON/HILCO ACQUISITION CORP.,2/6/15,1228,0.008143322,0.003257329,0.009771987,0.010586319,0.022801303,0.013029316,0.010586319
COLUMBIA PIPELINE PARTNERS LP,2/6/15,200,0.005,0,0.03,0,0.03,0,0.005
"EASTERLY GOVERNMENT PROPERTIES, INC.",2/9/15,421,0.002375297,0.002375297,0.019002375,0.009501188,0.009501188,0.011876485,0
NEXVET BIOPHARMA PLC,2/5/15,372,0.002688172,0.008064516,0.024193548,0.008064516,0.021505376,0.008064516,0.008064516
"JERNIGAN CAPITAL, INC.",3/30/15,189,0.005291005,0.005291005,0.042328042,0,0.026455026,0.010582011,0
"JERNIGAN CAPITAL, INC.",3/27/15,189,0.005291005,0.005291005,0.042328042,0,0.026455026,0.010582011,0
FRANKLIN FINANCIAL NETWORK INC.,3/27/15,173,0,0,0.011560694,0.005780347,0.028901734,0.01734104,0.005780347
SOLAREDGE TECHNOLOGIES INC,3/26/15,115,0,0,0.017391304,0,0.026086957,0,0.017391304
CELLECTIS S.A.,3/26/15,248,0.004032258,0.012096774,0.036290323,0,0.024193548,0.016129032,0.008064516
NEXTDECADE CORP.,3/24/15,1284,0.008566978,0.003115265,0.010124611,0.009345794,0.027258567,0.012461059,0.009345794
NEXTDECADE CORP.,3/24/15,1284,0.008566978,0.003115265,0.010124611,0.009345794,0.027258567,0.012461059,0.009345794
TANTECH HOLDINGS LTD,3/27/15,537,0.016759777,0.005586592,0.013035382,0.009310987,0.027932961,0.016759777,0.011173184
STEADYMED LTD.,3/20/15,187,0,0.010695187,0.026737968,0,0.021390374,0.005347594,0.010695187
NATIONAL COMMERCE CORP,3/19/15,81,0,0,0.049382716,0,0.024691358,0.012345679,0
"SUMMIT MATERIALS, INC.",3/13/15,149,0.013422819,0,0.013422819,0,0.020134228,0,0
"MAXPOINT INTERACTIVE, INC.",3/6/15,143,0,0.006993007,0.020979021,0,0.027972028,0.006993007,0.006993007
SUMMIT THERAPEUTICS PLC,3/5/15,304,0.006578947,0.009868421,0.032894737,0,0.016447368,0.013157895,0.003289474
BLUEPRINT MEDICINES CORP,4/30/15,308,0,0.006493506,0.029220779,0,0.022727273,0.012987013,0.006493506
ATLANTIC ALLIANCE PARTNERSHIP CORP.,4/29/15,1118,0.013416816,0.005366726,0.010733453,0.015205725,0.016100179,0.017889088,0.01431127
"ENVIVA PARTNERS, LP",4/29/15,187,0,0,0.016042781,0,0.053475936,0,0.005347594
"VIKING THERAPEUTICS, INC.",4/29/15,394,0.005076142,0.010152284,0.043147208,0.002538071,0.015228426,0.012690355,0.012690355
APIGEE CORP,4/24/15,143,0,0.006993007,0.020979021,0,0.013986014,0.006993007,0.013986014
NATIONAL STORAGE AFFILIATES TRUST,4/24/15,322,0,0.01242236,0.01552795,0.00310559,0.01552795,0.00310559,0
PARTY CITY HOLDCO INC.,4/17/15,325,0.024615385,0.003076923,0.021538462,0.009230769,0.018461538,0.006153846,0.009230769
"VIRTU FINANCIAL, INC.",4/16/15,342,0,0.002923977,0.01754386,0,0.026315789,0.005847953,0
"KEMPHARM, INC",4/16/15,167,0.005988024,0.011976048,0.035928144,0.005988024,0.023952096,0.023952096,0.023952096
ETSY INC,4/16/15,179,0,0.005586592,0.011173184,0,0.022346369,0.011173184,0.016759777
XBIOTECH INC.,4/16/15,181,0.005524862,0,0.038674033,0.005524862,0.016574586,0.005524862,0.005524862
"CIDARA THERAPEUTICS, INC.",4/15/15,312,0.006410256,0.012820513,0.038461538,0.003205128,0.028846154,0.006410256,0.022435897
"ADURO BIOTECH, INC.",4/15/15,251,0.003984064,0.007968127,0.035856574,0.007968127,0.019920319,0.015936255,0.011952191
"KALVISTA PHARMACEUTICALS, INC.",4/9/15,221,0.004524887,0.009049774,0.027149321,0,0.022624434,0.027149321,0.013574661
JMU LTD,4/8/15,214,0.009345794,0.018691589,0.009345794,0.009345794,0.014018692,0.014018692,0.009345794
KORNIT DIGITAL LTD.,4/2/15,118,0,0,0.025423729,0,0.025423729,0.008474576,0
GODADDY INC.,4/1/15,241,0.01659751,0,0.01659751,0,0.020746888,0.004149378,0.008298755
BAOZUN INC.,5/21/15,188,0.005319149,0.026595745,0.026595745,0.010638298,0.015957447,0.010638298,0.015957447
COMMUNITY HEALTHCARE TRUST INC,5/26/15,120,0,0,0.033333333,0,0.008333333,0.016666667,0
COMMUNITY HEALTHCARE TRUST INC,5/26/15,120,0,0,0.033333333,0,0.008333333,0.016666667,0
"PRESS GANEY HOLDINGS, INC.",5/22/15,104,0,0,0.009615385,0,0.009615385,0.009615385,0.028846154
SHOPIFY INC.,5/21/15,214,0,0.004672897,0.03271028,0,0.028037383,0.009345794,0.014018692
"BLACK KNIGHT, INC.",5/21/15,186,0.005376344,0,0,0.005376344,0.02688172,0,0
"RIMINI STREET, INC.",5/20/15,1175,0.01787234,0.004255319,0.011914894,0.016170213,0.01787234,0.017021277,0.013617021
CODE REBEL CORP,5/13/15,397,0,0.012594458,0.017632242,0.002518892,0.032745592,0.002518892,0.012594458
FORTRESS TRANSPORTATION & INFRASTRUCTURE INVESTORS LLC,5/18/15,65,0.015384615,0,0.015384615,0.015384615,0.015384615,0,0
"ARCADIA BIOSCIENCES, INC.",5/15/15,166,0,0.006024096,0.024096386,0,0.018072289,0.006024096,0.018072289
GALAPAGOS NV,5/14/15,389,0.002570694,0.01285347,0.025706941,0,0.020565553,0.01285347,0.007712082
"FENIX PARTS, INC.",5/15/15,288,0.003472222,0.003472222,0.024305556,0.003472222,0.013888889,0.017361111,0.006944444
"JAGUAR HEALTH, INC.",5/14/15,414,0.004830918,0,0.036231884,0.009661836,0.016908213,0.007246377,0.004830918
"EQGP HOLDINGS, LP",5/12/15,62,0,0,0.016129032,0,0.048387097,0,0
BIONDVAX PHARMACEUTICALS LTD.,2/6/17,284,0,0.014084507,0.028169014,0.007042254,0.028169014,0.007042254,0.003521127
BIONDVAX PHARMACEUTICALS LTD.,2/3/16,284,0,0.014084507,0.028169014,0.007042254,0.028169014,0.007042254,0.003521127
BIONDVAX PHARMACEUTICALS LTD.,5/13/15,284,0,0.014084507,0.028169014,0.007042254,0.028169014,0.007042254,0.003521127
"BOJANGLES', INC.",5/11/15,38,0,0,0,0.026315789,0.026315789,0,0
"COLLEGIUM PHARMACEUTICAL, INC",5/7/15,278,0.010791367,0.007194245,0.032374101,0.010791367,0.010791367,0.021582734,0.017985612
ATYR PHARMA INC,5/7/15,400,0.005,0.0075,0.0275,0,0.0075,0.0125,0.01
"TALLGRASS ENERGY, LP",5/7/15,204,0.009803922,0,0.014705882,0,0.019607843,0,0
"HTG MOLECULAR DIAGNOSTICS, INC",5/6/15,263,0,0.003802281,0.045627376,0.003802281,0.030418251,0.003802281,0.019011407
ADAPTIMMUNE THERAPEUTICS PLC,5/7/15,314,0.003184713,0.012738854,0.015923567,0,0.012738854,0.00955414,0.012738854
"COLUCID PHARMACEUTICALS, INC.",5/6/15,193,0.010362694,0.015544041,0.03626943,0,0.020725389,0.025906736,0.010362694
OPGEN INC,5/5/15,312,0.012820513,0.003205128,0.019230769,0,0.022435897,0.012820513,0.009615385
AROWANA INC.,5/1/15,1496,0.009358289,0.002673797,0.007352941,0.010695187,0.022058824,0.012032086,0.00868984
